NAME,CITY,STATE,YEAR,TOT_UNITS,MED_VALUE,MED_RENT,OCCUP_OCCUP,VACANT,OCCUP_TENURE,OCCUP_OWNR,OCCUP_RENTR,BUILT_2020,BUILT_2010,BUILT_2000,BUILT_1990,BUILT_1980,BUILT_1970,BUILT_1960,BUILT_1950,BUILT_1940,BUILT_1939
"West Valley City city, Utah",West Valley City city, Utah,2010,41372,177900.0,849.0,38815,2557,26824,11991,3.27,3011.0,4969.0,5978.0,6400.0,12320.0,4731.0,2948.0,278.0,737.0,41372.0
"Alexandria city, Virginia",Alexandria city, Virginia,2010,72409,504200.0,1373.0,64361,8048,27709,36652,2.15,3214.0,5562.0,9783.0,6713.0,13244.0,11271.0,9625.0,6484.0,6513.0,72409.0
"Arlington CDP, Virginia",Arlington CDP, Virginia,2010,105490,587800.0,1598.0,92982,12508,41310,51672,2.39,8435.0,8960.0,8483.0,13431.0,9683.0,13096.0,18012.0,16986.0,8404.0,105490.0
"Centreville CDP, Virginia",Centreville CDP, Virginia,2010,26450,345500.0,1439.0,25402,1048,19125,6277,2.94,756.0,3493.0,10154.0,9128.0,1772.0,528.0,82.0,317.0,220.0,26450.0
"Chesapeake city, Virginia",Chesapeake city, Virginia,2010,83353,262200.0,1099.0,78554,4799,58369,20185,2.88,3698.0,6571.0,18930.0,19876.0,13243.0,10195.0,4848.0,2686.0,3306.0,83353.0
"Dale City CDP, Virginia",Dale City CDP, Virginia,2010,21038,253700.0,1453.0,20204,834,14633,5571,2.87,887.0,3083.0,3961.0,5109.0,4821.0,2880.0,194.0,103.0,0.0,21038.0
"Hampton city, Virginia",Hampton city, Virginia,2010,59703,203700.0,951.0,51301,8402,31662,19639,2.67,1829.0,3291.0,7319.0,8397.0,9328.0,12191.0,10130.0,3594.0,3624.0,59703.0
"Lynchburg city, Virginia",Lynchburg city, Virginia,2010,30887,145100.0,685.0,26613,4274,14176,12437,2.55,2311.0,988.0,2034.0,2429.0,3876.0,6207.0,4615.0,3935.0,4492.0,30887.0
"Newport News city, Virginia",Newport News city, Virginia,2010,76260,205100.0,945.0,69958,6302,35492,34466,2.49,3143.0,3021.0,11498.0,13005.0,17112.0,11545.0,7973.0,4511.0,4452.0,76260.0
"Norfolk city, Virginia",Norfolk city, Virginia,2010,95123,216300.0,893.0,83828,11295,37985,45843,2.87,4052.0,2709.0,5461.0,9993.0,13598.0,13403.0,18940.0,12152.0,14815.0,95123.0
"Portsmouth city, Virginia",Portsmouth city, Virginia,2010,40795,185000.0,886.0,37201,3594,21801,15400,2.45,1634.0,1451.0,2082.0,4106.0,6662.0,6817.0,7924.0,5866.0,4253.0,40795.0
"Richmond city, Virginia",Richmond city, Virginia,2010,98389,209200.0,841.0,83927,14462,37110,46817,2.2,3893.0,3076.0,2637.0,6497.0,13172.0,10312.0,16965.0,10349.0,31488.0,98389.0
"Roanoke city, Virginia",Roanoke city, Virginia,2010,47450,145800.0,649.0,42478,4972,24049,18429,2.25,1027.0,2276.0,2592.0,3597.0,5876.0,7584.0,8036.0,6156.0,10306.0,47450.0
"Suffolk city, Virginia",Suffolk city, Virginia,2010,33110,252400.0,967.0,30987,2123,23089,7898,2.71,3474.0,5046.0,7453.0,2938.0,4806.0,2776.0,2874.0,1291.0,2452.0,33110.0
"Virginia Beach city, Virginia",Virginia Beach city, Virginia,2010,178117,275100.0,1200.0,164300,13817,107949,56351,2.7,9610.0,10846.0,21430.0,52717.0,42257.0,24770.0,11945.0,2910.0,1632.0,178117.0
"Auburn city, Washington",Auburn city, Washington,2010,28146,263400.0,898.0,27160,986,15934,11226,2.88,3059.0,2624.0,5821.0,6249.0,4351.0,3025.0,1695.0,288.0,1034.0,28146.0
"Bellevue city, Washington",Bellevue city, Washington,2010,55237,522100.0,1271.0,50378,4859,27713,22665,2.61,3589.0,5844.0,6947.0,8056.0,11368.0,11979.0,6061.0,549.0,844.0,55237.0
"Bellingham city, Washington",Bellingham city, Washington,2010,35795,292000.0,817.0,33373,2422,15006,18367,2.41,2691.0,4428.0,7303.0,3460.0,5183.0,2063.0,1362.0,429.0,8876.0,35795.0
"Everett city, Washington",Everett city, Washington,2010,43372,255300.0,889.0,41220,2152,19045,22175,2.6,1391.0,3449.0,8614.0,8228.0,3914.0,4224.0,4061.0,2291.0,7200.0,43372.0
"Federal Way city, Washington",Federal Way city, Washington,2010,37930,259700.0,950.0,35660,2270,20391,15269,2.7,1228.0,2093.0,6223.0,11395.0,9193.0,5042.0,1729.0,726.0,301.0,37930.0
"Kennewick city, Washington",Kennewick city, Washington,2010,27839,166000.0,715.0,25662,2177,16264,9398,2.91,2149.0,3011.0,4178.0,2402.0,9224.0,2718.0,2720.0,903.0,534.0,27839.0
"Kent city, Washington",Kent city, Washington,2010,38480,276900.0,949.0,34638,3842,17077,17561,2.7,2024.0,2581.0,9271.0,9724.0,7004.0,5087.0,1289.0,435.0,1065.0,38480.0
"Renton city, Washington",Renton city, Washington,2010,37546,286000.0,1043.0,35002,2544,19665,15337,2.66,4618.0,4693.0,4906.0,6089.0,5416.0,4597.0,3899.0,2065.0,1263.0,37546.0
"Seattle city, Washington",Seattle city, Washington,2010,302514,441000.0,990.0,277520,24994,130208,147312,2.38,20373.0,18196.0,26633.0,25023.0,29901.0,29913.0,32435.0,29808.0,90232.0,302514.0
"Spokane city, Washington",Spokane city, Washington,2010,96579,157100.0,685.0,88795,7784,51022,37773,2.44,4533.0,3052.0,9385.0,6982.0,12802.0,4798.0,15368.0,9560.0,30099.0,96579.0
"Spokane Valley city, Washington",Spokane Valley city, Washington,2010,38915,180400.0,744.0,37045,1870,23205,13840,2.38,3004.0,2779.0,5404.0,3989.0,10534.0,3085.0,4281.0,3352.0,2487.0,38915.0
"Tacoma city, Washington",Tacoma city, Washington,2010,85606,230400.0,856.0,79316,6290,41780,37536,2.54,4735.0,4829.0,7875.0,8395.0,12777.0,10591.0,7713.0,7124.0,21567.0,85606.0
"Vancouver city, Washington",Vancouver city, Washington,2010,69847,213400.0,837.0,63620,6227,33882,29738,2.65,3014.0,6926.0,15754.0,12199.0,15144.0,6231.0,3657.0,3846.0,3076.0,69847.0
"Yakima city, Washington",Yakima city, Washington,2010,35824,161400.0,757.0,33168,2656,17682,15486,2.7,1609.0,1072.0,5000.0,5107.0,6025.0,2769.0,4970.0,4317.0,4955.0,35824.0
"Appleton city, Wisconsin",Appleton city, Wisconsin,2010,30314,138100.0,632.0,28791,1523,20388,8403,2.54,606.0,1912.0,3307.0,3470.0,4970.0,3564.0,4338.0,1905.0,6242.0,30314.0
"Eau Claire city, Wisconsin",Eau Claire city, Wisconsin,2010,27580,136000.0,663.0,25979,1601,15068,10911,2.3,1176.0,2276.0,3853.0,3157.0,4192.0,3167.0,2359.0,2533.0,4867.0,27580.0
"Green Bay city, Wisconsin",Green Bay city, Wisconsin,2010,45841,134800.0,615.0,42004,3837,25189,16815,2.57,808.0,2574.0,5569.0,3387.0,7195.0,6003.0,8239.0,3053.0,9013.0,45841.0
"Kenosha city, Wisconsin",Kenosha city, Wisconsin,2010,40691,154900.0,702.0,38173,2518,22123,16050,2.67,2507.0,2542.0,5384.0,3032.0,4395.0,3544.0,5897.0,1862.0,11528.0,40691.0
"Madison city, Wisconsin",Madison city, Wisconsin,2010,107038,218200.0,848.0,100903,6135,50852,50051,2.35,7497.0,10999.0,11875.0,11355.0,18451.0,13115.0,11433.0,5124.0,17189.0,107038.0
"Milwaukee city, Wisconsin",Milwaukee city, Wisconsin,2010,258694,132200.0,738.0,228945,29749,102660,126285,2.63,3244.0,4842.0,7764.0,12008.0,22351.0,29024.0,49644.0,24096.0,105721.0,258694.0
"Oshkosh city, Wisconsin",Oshkosh city, Wisconsin,2010,27207,119600.0,593.0,24721,2486,13855,10866,2.41,1212.0,2045.0,2500.0,2752.0,3006.0,3176.0,2784.0,1792.0,7940.0,27207.0
"Racine city, Wisconsin",Racine city, Wisconsin,2010,33814,123000.0,687.0,30325,3489,16982,13343,2.67,574.0,334.0,2454.0,1438.0,2291.0,3814.0,6656.0,3283.0,12970.0,33814.0
"Waukesha city, Wisconsin",Waukesha city, Wisconsin,2010,30416,208400.0,766.0,28591,1825,17037,11554,2.65,1489.0,2513.0,5282.0,4694.0,5505.0,2491.0,2817.0,868.0,4757.0,30416.0
"Bayamón zona urbana, Puerto Rico",Bayamón zona urbana, Puerto Rico,2010,79958,141700.0,504.0,70857,9101,48857,22000,2.62,1843.0,2751.0,9508.0,13591.0,19959.0,21914.0,8500.0,1279.0,613.0,79958.0
"Caguas zona urbana, Puerto Rico",Caguas zona urbana, Puerto Rico,2010,34545,138500.0,414.0,30516,4029,19110,11406,2.67,457.0,917.0,3511.0,4088.0,11791.0,11011.0,1568.0,489.0,713.0,34545.0
"Carolina zona urbana, Puerto Rico",Carolina zona urbana, Puerto Rico,2010,70202,155300.0,565.0,57792,12410,41661,16131,2.8,965.0,4290.0,7802.0,7316.0,21355.0,23103.0,3959.0,790.0,622.0,70202.0
"Guaynabo zona urbana, Puerto Rico",Guaynabo zona urbana, Puerto Rico,2010,33055,217400.0,605.0,29584,3471,22325,7259,2.35,1119.0,2960.0,6183.0,5232.0,8350.0,6332.0,2165.0,344.0,370.0,33055.0
"Mayagüez zona urbana, Puerto Rico",Mayagüez zona urbana, Puerto Rico,2010,34674,103200.0,366.0,26831,7843,14987,11844,2.61,575.0,1527.0,2637.0,4144.0,9112.0,7030.0,5839.0,2705.0,1105.0,34674.0
"Ponce zona urbana, Puerto Rico",Ponce zona urbana, Puerto Rico,2010,59461,113400.0,352.0,49710,9751,32545,17165,2.68,793.0,2412.0,5815.0,9916.0,19049.0,9538.0,5356.0,3413.0,3169.0,59461.0
"San Juan zona urbana, Puerto Rico",San Juan zona urbana, Puerto Rico,2010,190302,168000.0,471.0,153706,36596,84432,69274,2.39,2240.0,7301.0,14093.0,16760.0,32884.0,44237.0,44321.0,18029.0,10437.0,190302.0
"Reno city, Nevada",Reno city, Nevada,2011,102767,178200.0,819.0,89362,13405,42530,46832,2.51,10553.0,14270.0,16572.0,12862.0,22878.0,10552.0,6565.0,3363.0,5152.0,102767.0
"Sparks city, Nevada",Sparks city, Nevada,2011,38040,158600.0,956.0,33585,4455,19733,13852,2.78,5160.0,6649.0,5370.0,5116.0,8342.0,3100.0,2434.0,924.0,945.0,38040.0
"Spring Valley CDP, Nevada",Spring Valley CDP, Nevada,2011,83062,151800.0,1049.0,69344,13718,31885,37459,2.94,6236.0,22789.0,25468.0,15333.0,12297.0,538.0,186.0,112.0,103.0,83062.0
"Sunrise Manor CDP, Nevada",Sunrise Manor CDP, Nevada,2011,68122,90300.0,820.0,56888,11234,28595,28293,3.15,4664.0,9428.0,21611.0,18178.0,10307.0,2543.0,1161.0,106.0,124.0,68122.0
"Manchester city, New Hampshire",Manchester city, New Hampshire,2011,49162,209700.0,959.0,44989,4173,21472,23517,2.58,1110.0,2112.0,3239.0,6421.0,4695.0,3131.0,4043.0,4114.0,20297.0,49162.0
"Nashua city, New Hampshire",Nashua city, New Hampshire,2011,36927,234000.0,967.0,34082,2845,19316,14766,2.77,918.0,792.0,2130.0,9696.0,8263.0,4194.0,2738.0,1199.0,6997.0,36927.0
"Camden city, New Jersey",Camden city, New Jersey,2011,30164,87000.0,783.0,25112,5052,9942,15170,2.84,994.0,1270.0,729.0,2102.0,1385.0,2838.0,2912.0,4828.0,13106.0,30164.0
"Clifton city, New Jersey",Clifton city, New Jersey,2011,30656,348800.0,1141.0,28619,2037,17726,10893,3.09,622.0,608.0,821.0,790.0,1764.0,3320.0,8555.0,7645.0,6531.0,30656.0
"East Orange city, New Jersey",East Orange city, New Jersey,2011,31621,231800.0,949.0,26544,5077,6393,20151,3.02,366.0,1104.0,819.0,1688.0,4850.0,3489.0,6202.0,3756.0,9347.0,31621.0
"Elizabeth city, New Jersey",Elizabeth city, New Jersey,2011,44290,270400.0,1004.0,38278,6012,10234,28044,3.45,1674.0,3088.0,1772.0,1328.0,3182.0,6576.0,11464.0,5395.0,9811.0,44290.0
"Jersey City city, New Jersey",Jersey City city, New Jersey,2011,110360,312800.0,1126.0,96601,13759,29626,66975,2.83,11036.0,5721.0,6735.0,6120.0,5732.0,10525.0,11333.0,10383.0,42775.0,110360.0
"Newark city, New Jersey",Newark city, New Jersey,2011,108031,243200.0,963.0,88467,19564,18450,70017,3.37,4636.0,8944.0,6640.0,5437.0,9776.0,15187.0,12307.0,18455.0,26649.0,108031.0
"Passaic city, New Jersey",Passaic city, New Jersey,2011,23972,283600.0,982.0,22692,1280,5942,16750,3.43,0.0,114.0,249.0,1429.0,887.0,1670.0,3054.0,5425.0,11144.0,23972.0
"Paterson city, New Jersey",Paterson city, New Jersey,2011,48036,276000.0,1075.0,43038,4998,10818,32220,3.87,629.0,655.0,1683.0,2030.0,3132.0,4949.0,11311.0,11003.0,12644.0,48036.0
"Toms River CDP, New Jersey",Toms River CDP, New Jersey,2011,36045,292000.0,1284.0,32908,3137,26346,6562,2.68,1912.0,2862.0,5334.0,5439.0,7210.0,6465.0,4145.0,1531.0,1147.0,36045.0
"Trenton city, New Jersey",Trenton city, New Jersey,2011,35772,115200.0,969.0,28536,7236,11446,17090,2.93,579.0,831.0,1359.0,1228.0,1872.0,2980.0,4868.0,5867.0,16188.0,35772.0
"Union City city, New Jersey",Union City city, New Jersey,2011,25083,301400.0,1021.0,22052,3031,3787,18265,2.98,1555.0,1734.0,771.0,1706.0,3986.0,2224.0,2274.0,3673.0,7160.0,25083.0
"Albuquerque city, New Mexico",Albuquerque city, New Mexico,2011,241315,186100.0,734.0,224445,16870,131724,92721,2.6,15961.0,27447.0,33794.0,37998.0,51658.0,24779.0,31430.0,11304.0,6944.0,241315.0
"Las Cruces city, New Mexico",Las Cruces city, New Mexico,2011,42433,146000.0,675.0,38883,3550,22501,16382,2.53,8513.0,4042.0,6921.0,5827.0,5547.0,4314.0,4737.0,1245.0,1287.0,42433.0
"Rio Rancho city, New Mexico",Rio Rancho city, New Mexico,2011,36046,178400.0,919.0,32967,3079,24861,8106,2.74,7413.0,6210.0,6725.0,10805.0,3506.0,910.0,190.0,28.0,259.0,36046.0
"Santa Fe city, New Mexico",Santa Fe city, New Mexico,2011,36907,295000.0,905.0,30493,6414,17093,13400,2.26,3167.0,3613.0,6510.0,4484.0,6355.0,2943.0,4727.0,2049.0,3059.0,36907.0
"Albany city, New York",Albany city, New York,2011,46463,180900.0,810.0,38251,8212,15123,23128,2.39,262.0,1054.0,957.0,2295.0,3740.0,3805.0,4104.0,4037.0,26209.0,46463.0
"Buffalo city, New York",Buffalo city, New York,2011,134471,67000.0,656.0,111424,23047,45052,66372,2.38,547.0,1089.0,3927.0,3292.0,4751.0,7076.0,14146.0,16318.0,83325.0,134471.0
"Cheektowaga CDP, New York",Cheektowaga CDP, New York,2011,35240,100600.0,717.0,33032,2208,23004,10028,2.35,522.0,597.0,1267.0,2557.0,4981.0,7394.0,8540.0,4252.0,5130.0,35240.0
"Mount Vernon city, New York",Mount Vernon city, New York,2011,29067,369600.0,1191.0,25520,3547,9314,16206,2.97,388.0,1310.0,590.0,856.0,2497.0,3589.0,6499.0,3394.0,9944.0,29067.0
"New Rochelle city, New York",New Rochelle city, New York,2011,29721,555200.0,1283.0,29114,607,14843,14271,2.61,965.0,1648.0,122.0,1675.0,2135.0,2988.0,4936.0,2358.0,12894.0,29721.0
"New York city, New York",New York city, New York,2011,3368809,490900.0,1168.0,3023330,345479,946765,2076565,2.89,125247.0,108296.0,122866.0,145463.0,235644.0,434497.0,457899.0,351258.0,1387639.0,3368809.0
"Rochester city, New York",Rochester city, New York,2011,100923,75600.0,732.0,85939,14984,32384,53555,2.53,879.0,793.0,2202.0,2326.0,7943.0,8060.0,11663.0,7993.0,59064.0,100923.0
"Schenectady city, New York",Schenectady city, New York,2011,30910,110300.0,772.0,24378,6532,10336,14042,2.64,0.0,318.0,572.0,1344.0,2632.0,1890.0,2499.0,3209.0,18446.0,30910.0
"Syracuse city, New York",Syracuse city, New York,2011,66637,86700.0,713.0,54801,11836,21845,32956,2.33,873.0,466.0,2134.0,1999.0,5175.0,5266.0,9999.0,8899.0,31826.0,66637.0
"Yonkers city, New York",Yonkers city, New York,2011,81552,403900.0,1145.0,74094,7458,32693,41401,2.69,1115.0,2087.0,2182.0,3920.0,7304.0,10850.0,18835.0,10021.0,25238.0,81552.0
"Asheville city, North Carolina",Asheville city, North Carolina,2011,42247,190100.0,759.0,37481,4766,18517,18964,2.23,3542.0,2946.0,5225.0,5008.0,4080.0,4856.0,4682.0,3401.0,8507.0,42247.0
"Cary town, North Carolina",Cary town, North Carolina,2011,51930,314400.0,884.0,48639,3291,34259,14380,3.06,9312.0,7567.0,16592.0,10029.0,5254.0,1476.0,800.0,290.0,610.0,51930.0
"Charlotte city, North Carolina",Charlotte city, North Carolina,2011,324837,167400.0,851.0,292715,32122,165604,127111,2.62,36867.0,47162.0,71745.0,47684.0,44402.0,33018.0,24068.0,9846.0,10045.0,324837.0
"Concord city, North Carolina",Concord city, North Carolina,2011,32787,160800.0,730.0,29351,3436,19352,9999,2.72,4535.0,4419.0,7820.0,3218.0,3630.0,1622.0,3278.0,1099.0,3166.0,32787.0
"Durham city, North Carolina",Durham city, North Carolina,2011,104921,183500.0,787.0,95430,9491,46360,49070,2.5,10897.0,12729.0,19764.0,18451.0,12858.0,13102.0,6513.0,5715.0,4892.0,104921.0
"Fayetteville city, North Carolina",Fayetteville city, North Carolina,2011,89944,132100.0,845.0,76787,13157,39460,37327,2.48,9151.0,7366.0,17551.0,13832.0,15802.0,13644.0,8403.0,2251.0,1944.0,89944.0
"Gastonia city, North Carolina",Gastonia city, North Carolina,2011,31115,151800.0,729.0,26374,4741,13954,12420,2.77,2539.0,1857.0,2422.0,5257.0,4324.0,5081.0,5475.0,1873.0,2287.0,31115.0
"Greensboro city, North Carolina",Greensboro city, North Carolina,2011,126047,151300.0,706.0,113127,12920,63967,49160,2.41,10423.0,8775.0,25459.0,19015.0,22144.0,15694.0,12934.0,5394.0,6209.0,126047.0
"Greenville city, North Carolina",Greenville city, North Carolina,2011,39650,156000.0,706.0,32771,6879,11793,20978,2.5,7810.0,9169.0,7452.0,4687.0,3867.0,3285.0,2161.0,721.0,498.0,39650.0
"High Point city, North Carolina",High Point city, North Carolina,2011,46395,147200.0,767.0,40777,5618,23095,17682,2.53,4301.0,5966.0,8262.0,5908.0,5777.0,5078.0,4688.0,2594.0,3821.0,46395.0
"Jacksonville city, North Carolina",Jacksonville city, North Carolina,2011,21534,166600.0,969.0,19596,1938,8539,11057,2.95,4653.0,2396.0,1399.0,2053.0,3110.0,3322.0,2365.0,1723.0,513.0,21534.0
"Raleigh city, North Carolina",Raleigh city, North Carolina,2011,177449,194200.0,837.0,159961,17488,88060,71901,2.61,25756.0,31542.0,37103.0,31074.0,18579.0,15401.0,9172.0,3888.0,4934.0,177449.0
"Wilmington city, North Carolina",Wilmington city, North Carolina,2011,53703,216600.0,781.0,47729,5974,20208,27521,2.2,4127.0,4863.0,11771.0,8023.0,6048.0,5353.0,5353.0,2923.0,5242.0,53703.0
"Winston-Salem city, North Carolina",Winston-Salem city, North Carolina,2011,106518,138300.0,689.0,91339,15179,52452,38887,2.39,7420.0,8228.0,10459.0,12412.0,14780.0,17253.0,16844.0,7600.0,11522.0,106518.0
"Fargo city, North Dakota",Fargo city, North Dakota,2011,50801,150900.0,656.0,47606,3195,21759,25847,2.42,5018.0,4393.0,9875.0,7813.0,9139.0,3540.0,4489.0,1052.0,5482.0,50801.0
"Akron city, Ohio",Akron city, Ohio,2011,97722,83600.0,655.0,80445,17277,43696,36749,2.37,2263.0,1922.0,3719.0,6460.0,10026.0,11270.0,17457.0,10383.0,34222.0,97722.0
"Canton city, Ohio",Canton city, Ohio,2011,35044,75300.0,570.0,28700,6344,14328,14372,2.52,771.0,1839.0,1073.0,792.0,3321.0,2828.0,5410.0,4314.0,14696.0,35044.0
"Cincinnati city, Ohio",Cincinnati city, Ohio,2011,167544,122500.0,614.0,125928,41616,53150,72778,2.44,3904.0,5348.0,5237.0,7037.0,14074.0,25510.0,21280.0,16985.0,68169.0,167544.0
"Cleveland city, Ohio",Cleveland city, Ohio,2011,218647,76600.0,633.0,171000,47647,76728,94272,2.31,4046.0,5930.0,5894.0,3749.0,8765.0,16092.0,27237.0,28923.0,118011.0,218647.0
"Columbus city, Ohio",Columbus city, Ohio,2011,373875,127000.0,776.0,322314,51561,146208,176106,2.5,16844.0,30075.0,57477.0,54481.0,54187.0,56164.0,40780.0,17273.0,46594.0,373875.0
"Dayton city, Ohio",Dayton city, Ohio,2011,74284,68600.0,615.0,57850,16434,26401,31449,2.1,1250.0,2157.0,2244.0,2571.0,6111.0,10446.0,11758.0,10262.0,27485.0,74284.0
"Lorain city, Ohio",Lorain city, Ohio,2011,30232,93300.0,633.0,26136,4096,15777,10359,2.46,405.0,1855.0,1552.0,1091.0,2818.0,5037.0,6253.0,2646.0,8575.0,30232.0
"Parma city, Ohio",Parma city, Ohio,2011,35097,115800.0,689.0,32048,3049,22564,9484,2.6,434.0,395.0,1025.0,1485.0,4781.0,7109.0,13613.0,2900.0,3355.0,35097.0
"Toledo city, Ohio",Toledo city, Ohio,2011,138116,81900.0,621.0,116635,21481,61962,54673,2.38,1927.0,2157.0,3878.0,7304.0,15290.0,16772.0,28216.0,12050.0,50522.0,138116.0
"Youngstown city, Ohio",Youngstown city, Ohio,2011,33625,48500.0,581.0,26926,6699,15398,11528,2.24,581.0,734.0,549.0,572.0,1827.0,3238.0,9063.0,3832.0,13229.0,33625.0
"Broken Arrow city, Oklahoma",Broken Arrow city, Oklahoma,2011,39280,152200.0,903.0,37133,2147,29463,7670,2.8,4476.0,5466.0,7354.0,8635.0,8542.0,2350.0,1115.0,587.0,755.0,39280.0
"Edmond city, Oklahoma",Edmond city, Oklahoma,2011,33579,197900.0,822.0,31556,2023,22450,9106,2.67,4938.0,4000.0,6966.0,6223.0,6624.0,2455.0,1255.0,771.0,347.0,33579.0
"Lawton city, Oklahoma",Lawton city, Oklahoma,2011,39795,109800.0,767.0,34760,5035,17013,17747,2.57,4248.0,1045.0,3431.0,5101.0,8530.0,6423.0,5706.0,3127.0,2184.0,39795.0
"Norman city, Oklahoma",Norman city, Oklahoma,2011,50374,147700.0,719.0,43173,7201,25332,17841,2.52,6130.0,4072.0,6025.0,9021.0,11924.0,5968.0,3093.0,1642.0,2499.0,50374.0
"Oklahoma City city, Oklahoma",Oklahoma City city, Oklahoma,2011,254896,135200.0,733.0,225089,29807,130866,94223,2.67,20594.0,19489.0,25207.0,41899.0,43523.0,38516.0,27353.0,16264.0,22051.0,254896.0
"Tulsa city, Oklahoma",Tulsa city, Oklahoma,2011,187290,119400.0,692.0,163222,24068,89471,73751,2.45,5241.0,6794.0,15425.0,30340.0,37935.0,25121.0,33779.0,13873.0,18782.0,187290.0
"Beaverton city, Oregon",Beaverton city, Oregon,2011,36553,269600.0,895.0,34082,2471,17237,16845,2.83,2693.0,2031.0,6142.0,7593.0,9618.0,5262.0,1346.0,696.0,1172.0,36553.0
"Bend city, Oregon",Bend city, Oregon,2011,37540,222900.0,920.0,33939,3601,17833,16106,2.33,5796.0,8535.0,9577.0,3464.0,4947.0,1654.0,364.0,658.0,2545.0,37540.0
"Eugene city, Oregon",Eugene city, Oregon,2011,70352,236600.0,826.0,66126,4226,29651,36475,2.3,4537.0,6011.0,12000.0,6741.0,15060.0,10027.0,6547.0,3215.0,6214.0,70352.0
"Gresham city, Oregon",Gresham city, Oregon,2011,41931,201200.0,837.0,40116,1815,21581,18535,2.74,3098.0,4417.0,7252.0,4809.0,13146.0,4585.0,2954.0,1090.0,580.0,41931.0
"Hillsboro city, Oregon",Hillsboro city, Oregon,2011,36924,233500.0,1000.0,34645,2279,18529,16116,2.65,6523.0,4084.0,12718.0,3245.0,4769.0,1961.0,1286.0,1061.0,1277.0,36924.0
"Medford city, Oregon",Medford city, Oregon,2011,32923,206500.0,861.0,30783,2140,13534,17249,2.24,2438.0,3841.0,6350.0,3151.0,5130.0,3330.0,3623.0,1925.0,3135.0,32923.0
"Portland city, Oregon",Portland city, Oregon,2011,265946,275500.0,876.0,250828,15118,128055,122773,2.44,15661.0,16278.0,24548.0,16380.0,32581.0,21719.0,34571.0,24424.0,79784.0,265946.0
"Salem city, Oregon",Salem city, Oregon,2011,61239,187200.0,766.0,57196,4043,30146,27050,2.59,5402.0,3050.0,9902.0,6733.0,13702.0,6732.0,5580.0,4553.0,5585.0,61239.0
"Allentown city, Pennsylvania",Allentown city, Pennsylvania,2011,47947,128500.0,857.0,42279,5668,18930,23349,2.65,1498.0,696.0,1248.0,3149.0,4668.0,7037.0,6242.0,3995.0,19414.0,47947.0
"Bethlehem city, Pennsylvania",Bethlehem city, Pennsylvania,2011,31955,176900.0,866.0,29545,2410,15883,13662,2.39,1526.0,1469.0,1094.0,2827.0,2975.0,2998.0,6070.0,2419.0,10577.0,31955.0
"Erie city, Pennsylvania",Erie city, Pennsylvania,2011,45733,83100.0,577.0,40989,4744,21877,19112,2.48,1000.0,439.0,1255.0,1631.0,4595.0,4042.0,7960.0,4720.0,20091.0,45733.0
"Philadelphia city, Pennsylvania",Philadelphia city, Pennsylvania,2011,670265,142000.0,853.0,576429,93836,311303,265126,2.75,16273.0,9912.0,18746.0,24436.0,52850.0,71604.0,113194.0,96914.0,266336.0,670265.0
"Pittsburgh city, Pennsylvania",Pittsburgh city, Pennsylvania,2011,157351,90500.0,717.0,131776,25575,63514,68262,2.3,3078.0,3544.0,3945.0,7603.0,8981.0,11872.0,22410.0,13591.0,82327.0,157351.0
